wkt_geom,latitude,longitude,NOMGEO,NOM_ENT,acq_date_mex,SATELITE
POINT (-104.86139 22.93601),22.93601,-104.86139,Mezquital,Durango,2025-05-07 03:20:00,Sin Info
POINT (-104.69331 23.07684),23.07684,-104.69331,Mezquital,Durango,2025-05-07 03:20:00,Sin Info
POINT (-104.69064 23.07623),23.07623,-104.69064,Mezquital,Durango,2025-05-07 03:20:00,Sin Info
POINT (-105.87475 23.58776),23.58776,-105.87475,Concordia,Sinaloa,2025-05-07 03:20:00,Sin Info
POINT (-105.87025 23.59213),23.59213,-105.87025,Concordia,Sinaloa,2025-05-07 03:20:00,Sin Info
POINT (-105.87349 23.59284),23.59284,-105.87349,San Dimas,Durango,2025-05-07 03:20:00,Sin Info
POINT (-105.87636 23.59347),23.59347,-105.87636,San Dimas,Durango,2025-05-07 03:20:00,Sin Info
POINT (-105.87411 23.58983),23.58983,-105.87411,Concordia,Sinaloa,2025-05-07 03:20:00,Sin Info
POINT (-105.87671 23.59041),23.59041,-105.87671,Concordia,Sinaloa,2025-05-07 03:20:00,Sin Info
POINT (-105.86861 23.59396),23.59396,-105.86861,San Dimas,Durango,2025-05-07 03:20:00,Sin Info
POINT (-105.87527 23.59546),23.59546,-105.87527,San Dimas,Durango,2025-05-07 03:20:00,Sin Info
POINT (-105.87225 23.59478),23.59478,-105.87225,San Dimas,Durango,2025-05-07 03:20:00,Sin Info
POINT (-105.72377 23.59374),23.59374,-105.72377,Pueblo Nuevo,Durango,2025-05-07 03:20:00,Sin Info
POINT (-105.72873 23.59485),23.59485,-105.72873,Pueblo Nuevo,Durango,2025-05-07 03:20:00,Sin Info
POINT (-105.72622 23.59429),23.59429,-105.72622,Pueblo Nuevo,Durango,2025-05-07 03:20:00,Sin Info
POINT (-105.72758 23.60001),23.60001,-105.72758,Pueblo Nuevo,Durango,2025-05-07 03:20:00,Sin Info
POINT (-104.99593 22.76005),22.76005,-104.99593,Huajicori,Nayarit,2025-05-07 14:33:00,Sin Info
POINT (-104.94284 22.50437),22.50437,-104.94284,Del Nayar,Nayarit,2025-05-07 14:33:00,Sin Info
POINT (-104.94377 22.50854),22.50854,-104.94377,Del Nayar,Nayarit,2025-05-07 14:33:00,Sin Info
POINT (-104.99128 22.76059),22.76059,-104.99128,Huajicori,Nayarit,2025-05-07 14:33:00,Sin Info
POINT (-104.99126 22.76487),22.76487,-104.99126,Huajicori,Nayarit,2025-05-07 14:33:00,Sin Info
POINT (-105.41867 22.96317),22.96317,-105.41867,Huajicori,Nayarit,2025-05-07 14:33:00,Sin Info
POINT (-105.41827 22.96188),22.96188,-105.41827,Huajicori,Nayarit,2025-05-07 14:33:00,Sin Info
POINT (-105.2532 22.99311),22.99311,-105.2532,Pueblo Nuevo,Durango,2025-05-07 14:33:00,Sin Info
POINT (-105.05499 23.1955),23.1955,-105.05499,Pueblo Nuevo,Durango,2025-05-07 14:33:00,Sin Info
POINT (-105.69384 23.49254),23.49254,-105.69384,Pueblo Nuevo,Durango,2025-05-07 14:33:00,Sin Info
POINT (-105.71751 23.59304),23.59304,-105.71751,Pueblo Nuevo,Durango,2025-05-07 14:33:00,Sin Info
POINT (-105.72092 23.59678),23.59678,-105.72092,Pueblo Nuevo,Durango,2025-05-07 14:33:00,Sin Info
POINT (-105.72427 23.5964),23.5964,-105.72427,Pueblo Nuevo,Durango,2025-05-07 14:33:00,Sin Info
POINT (-105.72767 23.596),23.596,-105.72767,Pueblo Nuevo,Durango,2025-05-07 14:33:00,Sin Info
POINT (-105.72816 23.60008),23.60008,-105.72816,Pueblo Nuevo,Durango,2025-05-07 14:33:00,Sin Info
POINT (-105.89782 23.76187),23.76187,-105.89782,San Dimas,Durango,2025-05-07 14:33:00,Sin Info
POINT (-105.34623 23.91761),23.91761,-105.34623,Durango,Durango,2025-05-07 14:33:00,Sin Info
POINT (-104.71157 23.99422),23.99422,-104.71157,Durango,Durango,2025-05-07 14:33:00,Sin Info
POINT (-106.18418 24.26117),24.26117,-106.18418,San Ignacio,Sinaloa,2025-05-07 14:33:00,Sin Info
POINT (-106.18881 24.26467),24.26467,-106.18881,San Ignacio,Sinaloa,2025-05-07 14:33:00,Sin Info
POINT (-106.18506 24.26512),24.26512,-106.18506,San Ignacio,Sinaloa,2025-05-07 14:33:00,Sin Info
POINT (-106.40898 24.33767),24.33767,-106.40898,Tamazula,Durango,2025-05-07 14:33:00,Sin Info
POINT (-104.1745 24.67235),24.67235,-104.1745,Guadalupe Victoria,Durango,2025-05-07 14:33:00,Sin Info
POINT (-106.57282 24.43359),24.43359,-106.57282,Tamazula,Durango,2025-05-07 14:33:00,Sin Info
POINT (-106.63245 24.55399),24.55399,-106.63245,Tamazula,Durango,2025-05-07 14:33:00,Sin Info
POINT (-106.63284 24.55791),24.55791,-106.63284,Tamazula,Durango,2025-05-07 14:33:00,Sin Info
POINT (-106.25317 24.67915),24.67915,-106.25317,Tamazula,Durango,2025-05-07 14:33:00,Sin Info
POINT (-106.4705 25.01511),25.01511,-106.4705,Canelas,Durango,2025-05-07 14:33:00,Sin Info
POINT (-106.47739 25.01431),25.01431,-106.47739,Canelas,Durango,2025-05-07 14:33:00,Sin Info
POINT (-106.47133 25.01904),25.01904,-106.47133,Canelas,Durango,2025-05-07 14:33:00,Sin Info
POINT (-106.47838 25.03833),25.03833,-106.47838,Canelas,Durango,2025-05-07 14:33:00,Sin Info
POINT (-106.47971 25.0422),25.0422,-106.47971,Canelas,Durango,2025-05-07 14:33:00,Sin Info
POINT (-106.70531 25.06326),25.06326,-106.70531,Tamazula,Durango,2025-05-07 14:33:00,Sin Info
POINT (-106.70819 25.06325),25.06325,-106.70819,Tamazula,Durango,2025-05-07 14:33:00,Sin Info
POINT (-107.14632 25.23231),25.23231,-107.14632,Culiacán,Sinaloa,2025-05-07 14:33:00,Sin Info
POINT (-103.39626 25.48807),25.48807,-103.39626,Torreón,Coahuila de Zaragoza,2025-05-08 03:00:00,Sin Info
POINT (-107.15021 25.23611),25.23611,-107.15021,Culiacán,Sinaloa,2025-05-08 03:00:00,Sin Info
POINT (-107.15082 25.23258),25.23258,-107.15082,Culiacán,Sinaloa,2025-05-08 03:00:00,Sin Info
POINT (-106.48425 25.04679),25.04679,-106.48425,Canelas,Durango,2025-05-08 03:00:00,Sin Info
POINT (-106.47259 25.01454),25.01454,-106.47259,Canelas,Durango,2025-05-08 03:00:00,Sin Info
POINT (-106.63292 24.56076),24.56076,-106.63292,Tamazula,Durango,2025-05-08 03:01:00,Sin Info
POINT (-106.63388 24.55717),24.55717,-106.63388,Tamazula,Durango,2025-05-08 03:01:00,Sin Info
POINT (-106.63477 24.55356),24.55356,-106.63477,Tamazula,Durango,2025-05-08 03:01:00,Sin Info
POINT (-106.57542 24.4336),24.4336,-106.57542,Cosalá,Sinaloa,2025-05-08 03:01:00,Sin Info
POINT (-106.41561 24.3435),24.3435,-106.41561,Tamazula,Durango,2025-05-08 03:01:00,Sin Info
POINT (-106.41108 24.34266),24.34266,-106.41108,Tamazula,Durango,2025-05-08 03:01:00,Sin Info
POINT (-106.41647 24.33984),24.33984,-106.41647,Tamazula,Durango,2025-05-08 03:01:00,Sin Info
POINT (-106.19082 24.26679),24.26679,-106.19082,San Ignacio,Sinaloa,2025-05-08 03:01:00,Sin Info
POINT (-106.18707 24.26222),24.26222,-106.18707,San Ignacio,Sinaloa,2025-05-08 03:01:00,Sin Info
POINT (-106.18714 24.2687),24.2687,-106.18714,San Ignacio,Sinaloa,2025-05-08 03:01:00,Sin Info
POINT (-106.19262 24.26584),24.26584,-106.19262,San Ignacio,Sinaloa,2025-05-08 03:01:00,Sin Info
POINT (-106.18814 24.26501),24.26501,-106.18814,San Ignacio,Sinaloa,2025-05-08 03:01:00,Sin Info
POINT (-106.45646 24.27202),24.27202,-106.45646,San Ignacio,Sinaloa,2025-05-08 03:01:00,Sin Info
POINT (-105.89852 23.66894),23.66894,-105.89852,San Dimas,Durango,2025-05-08 03:01:00,Sin Info
POINT (-105.87194 23.60046),23.60046,-105.87194,San Dimas,Durango,2025-05-08 03:01:00,Sin Info
POINT (-105.87389 23.59685),23.59685,-105.87389,San Dimas,Durango,2025-05-08 03:01:00,Sin Info
POINT (-104.69662 23.07497),23.07497,-104.69662,Mezquital,Durango,2025-05-08 03:01:00,Sin Info
POINT (-104.69325 23.07432),23.07432,-104.69325,Mezquital,Durango,2025-05-08 03:01:00,Sin Info
POINT (-104.58592 22.88311),22.88311,-104.58592,Mezquital,Durango,2025-05-08 03:01:00,Sin Info
POINT (-104.58693 22.87896),22.87896,-104.58693,Mezquital,Durango,2025-05-08 03:01:00,Sin Info
POINT (-105.43841 22.98685),22.98685,-105.43841,Huajicori,Nayarit,2025-05-08 03:01:00,Sin Info
POINT (-105.07919 22.70275),22.70275,-105.07919,Huajicori,Nayarit,2025-05-08 14:14:00,Sin Info
POINT (-105.43186 22.95697),22.95697,-105.43186,Huajicori,Nayarit,2025-05-08 14:14:00,Sin Info
POINT (-105.43636 22.95971),22.95971,-105.43636,Huajicori,Nayarit,2025-05-08 14:14:00,Sin Info
POINT (-105.43516 22.97686),22.97686,-105.43516,Huajicori,Nayarit,2025-05-08 14:14:00,Sin Info
POINT (-105.43176 22.98076),22.98076,-105.43176,Huajicori,Nayarit,2025-05-08 14:14:00,Sin Info
POINT (-105.42841 22.98465),22.98465,-105.42841,Huajicori,Nayarit,2025-05-08 14:14:00,Sin Info
POINT (-105.43613 22.98352),22.98352,-105.43613,Huajicori,Nayarit,2025-05-08 14:14:00,Sin Info
POINT (-105.43993 22.98296),22.98296,-105.43993,Huajicori,Nayarit,2025-05-08 14:14:00,Sin Info
POINT (-105.43227 22.98408),22.98408,-105.43227,Huajicori,Nayarit,2025-05-08 14:14:00,Sin Info
POINT (-105.43279 22.9874),22.9874,-105.43279,Huajicori,Nayarit,2025-05-08 14:14:00,Sin Info
POINT (-105.43662 22.98684),22.98684,-105.43662,Huajicori,Nayarit,2025-05-08 14:14:00,Sin Info
POINT (-105.44039 22.98629),22.98629,-105.44039,Huajicori,Nayarit,2025-05-08 14:14:00,Sin Info
POINT (-105.87109 23.59829),23.59829,-105.87109,San Dimas,Durango,2025-05-08 14:14:00,Sin Info
POINT (-105.34038 23.78432),23.78432,-105.34038,Pueblo Nuevo,Durango,2025-05-08 14:14:00,Sin Info
POINT (-105.89542 23.76462),23.76462,-105.89542,San Dimas,Durango,2025-05-08 14:14:00,Sin Info
POINT (-103.59512 24.20768),24.20768,-103.59512,Cuencamé,Durango,2025-05-08 14:14:00,Sin Info
POINT (-103.59954 24.2071),24.2071,-103.59954,Cuencamé,Durango,2025-05-08 14:14:00,Sin Info
POINT (-103.59563 24.21123),24.21123,-103.59563,Cuencamé,Durango,2025-05-08 14:14:00,Sin Info
POINT (-103.60005 24.21065),24.21065,-103.60005,Cuencamé,Durango,2025-05-08 14:14:00,Sin Info
POINT (-106.38612 24.22486),24.22486,-106.38612,San Ignacio,Sinaloa,2025-05-08 14:14:00,Sin Info
POINT (-106.18433 24.26164),24.26164,-106.18433,San Ignacio,Sinaloa,2025-05-08 14:14:00,Sin Info
POINT (-106.18925 24.26768),24.26768,-106.18925,San Ignacio,Sinaloa,2025-05-08 14:14:00,Sin Info
POINT (-106.19297 24.26712),24.26712,-106.19297,San Ignacio,Sinaloa,2025-05-08 14:14:00,Sin Info
POINT (-106.18607 24.27153),24.27153,-106.18607,San Ignacio,Sinaloa,2025-05-08 14:14:00,Sin Info
POINT (-106.40661 24.3407),24.3407,-106.40661,Tamazula,Durango,2025-05-08 14:14:00,Sin Info
POINT (-106.41035 24.34014),24.34014,-106.41035,Tamazula,Durango,2025-05-08 14:14:00,Sin Info
POINT (-106.41839 24.34231),24.34231,-106.41839,Tamazula,Durango,2025-05-08 14:14:00,Sin Info
POINT (-106.57362 24.4344),24.4344,-106.57362,Cosalá,Sinaloa,2025-05-08 14:14:00,Sin Info
POINT (-106.56987 24.43497),24.43497,-106.56987,Tamazula,Durango,2025-05-08 14:14:00,Sin Info
POINT (-106.67587 24.51091),24.51091,-106.67587,Cosalá,Sinaloa,2025-05-08 14:14:00,Sin Info
POINT (-106.62926 24.5517),24.5517,-106.62926,Tamazula,Durango,2025-05-08 14:14:00,Sin Info
POINT (-106.63303 24.55113),24.55113,-106.63303,Tamazula,Durango,2025-05-08 14:14:00,Sin Info
POINT (-106.63677 24.55057),24.55057,-106.63677,Tamazula,Durango,2025-05-08 14:14:00,Sin Info
POINT (-106.62986 24.55499),24.55499,-106.62986,Tamazula,Durango,2025-05-08 14:14:00,Sin Info
POINT (-106.63361 24.55442),24.55442,-106.63361,Tamazula,Durango,2025-05-08 14:14:00,Sin Info
POINT (-106.63044 24.55827),24.55827,-106.63044,Tamazula,Durango,2025-05-08 14:14:00,Sin Info
POINT (-106.63103 24.56156),24.56156,-106.63103,Tamazula,Durango,2025-05-08 14:14:00,Sin Info
POINT (-106.46931 25.01379),25.01379,-106.46931,Canelas,Durango,2025-05-08 14:15:00,Sin Info
POINT (-106.47441 25.03999),25.03999,-106.47441,Canelas,Durango,2025-05-08 14:15:00,Sin Info
POINT (-106.47822 25.03942),25.03942,-106.47822,Canelas,Durango,2025-05-08 14:15:00,Sin Info
POINT (-106.47976 25.04659),25.04659,-106.47976,Canelas,Durango,2025-05-08 14:15:00,Sin Info
POINT (-106.70567 25.05667),25.05667,-106.70567,Tamazula,Durango,2025-05-08 14:15:00,Sin Info
POINT (-106.70945 25.0561),25.0561,-106.70945,Tamazula,Durango,2025-05-08 14:15:00,Sin Info
POINT (-106.71008 25.05938),25.05938,-106.71008,Tamazula,Durango,2025-05-08 14:15:00,Sin Info
POINT (-107.14883 25.23058),25.23058,-107.14883,Culiacán,Sinaloa,2025-05-08 14:15:00,Sin Info
POINT (-107.14943 25.23387),25.23387,-107.14943,Culiacán,Sinaloa,2025-05-08 14:15:00,Sin Info
POINT (-107.1532 25.23329),25.23329,-107.1532,Culiacán,Sinaloa,2025-05-08 14:15:00,Sin Info
POINT (-107.15002 25.23715),25.23715,-107.15002,Culiacán,Sinaloa,2025-05-08 14:15:00,Sin Info
POINT (-103.39674 25.48775),25.48775,-103.39674,Torreón,Coahuila de Zaragoza,2025-05-09 02:41:00,Sin Info
POINT (-105.07593 22.70124),22.70124,-105.07593,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-104.94701 22.78201),22.78201,-104.94701,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-104.9509 22.78266),22.78266,-104.9509,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-104.9504 22.78601),22.78601,-104.9504,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-104.94982 22.78933),22.78933,-104.94982,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-105.43277 22.95658),22.95658,-105.43277,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-105.43963 22.98187),22.98187,-105.43963,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-105.42393 22.98272),22.98272,-105.42393,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-105.42769 22.98333),22.98333,-105.42769,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-105.43146 22.98394),22.98394,-105.43146,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-105.43523 22.98455),22.98455,-105.43523,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-105.43896 22.98516),22.98516,-105.43896,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-105.44265 22.98575),22.98575,-105.44265,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-105.43082 22.98723),22.98723,-105.43082,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-105.43458 22.98784),22.98784,-105.43458,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-105.43831 22.98844),22.98844,-105.43831,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-105.44201 22.98904),22.98904,-105.44201,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-105.43771 22.99174),22.99174,-105.43771,Huajicori,Nayarit,2025-05-09 02:42:00,Sin Info
POINT (-105.87744 23.58935),23.58935,-105.87744,Concordia,Sinaloa,2025-05-09 02:42:00,Sin Info
POINT (-105.88055 23.59322),23.59322,-105.88055,San Dimas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-105.86817 23.59802),23.59802,-105.86817,San Dimas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-105.87128 23.60188),23.60188,-105.87128,San Dimas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-107.15314 25.2327),25.2327,-107.15314,Culiacán,Sinaloa,2025-05-09 02:42:00,Sin Info
POINT (-107.15388 25.22935),25.22935,-107.15388,Culiacán,Sinaloa,2025-05-09 02:42:00,Sin Info
POINT (-106.48215 25.05871),25.05871,-106.48215,Canelas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.48594 25.05928),25.05928,-106.48594,Canelas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.48657 25.05598),25.05598,-106.48657,Canelas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.48276 25.0554),25.0554,-106.48276,Canelas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.48336 25.0521),25.0521,-106.48336,Canelas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.47957 25.05152),25.05152,-106.47957,Canelas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.47588 25.05097),25.05097,-106.47588,Canelas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.48397 25.04879),25.04879,-106.48397,Canelas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.48016 25.04821),25.04821,-106.48016,Canelas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.47643 25.04765),25.04765,-106.47643,Canelas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.47706 25.04435),25.04435,-106.47706,Canelas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.47334 25.04379),25.04379,-106.47334,Canelas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.474 25.04048),25.04048,-106.474,Canelas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.47466 25.03719),25.03719,-106.47466,Canelas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.47839 25.03775),25.03775,-106.47839,Canelas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.47537 25.03389),25.03389,-106.47537,Canelas,Durango,2025-05-09 02:42:00,Sin Info
POINT (-105.95844 24.78139),24.78139,-105.95844,Otáez,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.74107 24.64943),24.64943,-106.74107,Cosalá,Sinaloa,2025-05-09 02:42:00,Sin Info
POINT (-106.74493 24.65001),24.65001,-106.74493,Cosalá,Sinaloa,2025-05-09 02:42:00,Sin Info
POINT (-106.74167 24.64611),24.64611,-106.74167,Cosalá,Sinaloa,2025-05-09 02:42:00,Sin Info
POINT (-106.63015 24.55826),24.55826,-106.63015,Tamazula,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.63071 24.55494),24.55494,-106.63071,Tamazula,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.63896 24.55278),24.55278,-106.63896,Tamazula,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.63512 24.5522),24.5522,-106.63512,Tamazula,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.63132 24.55162),24.55162,-106.63132,Tamazula,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.57313 24.43403),24.43403,-106.57313,Tamazula,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.18954 24.27),24.27,-106.18954,San Ignacio,Sinaloa,2025-05-09 02:42:00,Sin Info
POINT (-106.19393 24.2673),24.2673,-106.19393,San Ignacio,Sinaloa,2025-05-09 02:42:00,Sin Info
POINT (-104.60789 24.01103),24.01103,-104.60789,Durango,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.45427 24.28352),24.28352,-106.45427,Tamazula,Durango,2025-05-09 02:42:00,Sin Info
POINT (-106.45483 24.28022),24.28022,-106.45483,San Ignacio,Sinaloa,2025-05-09 02:42:00,Sin Info
POINT (-106.45538 24.2769),24.2769,-106.45538,San Ignacio,Sinaloa,2025-05-09 02:42:00,Sin Info
POINT (-106.45591 24.27359),24.27359,-106.45591,San Ignacio,Sinaloa,2025-05-09 02:42:00,Sin Info
POINT (-106.45646 24.27028),24.27028,-106.45646,San Ignacio,Sinaloa,2025-05-09 02:42:00,Sin Info
POINT (-104.6742 23.95359),23.95359,-104.6742,Durango,Durango,2025-05-09 02:42:00,Sin Info
POINT (-105.81089 23.72109),23.72109,-105.81089,San Dimas,Durango,2025-05-09 13:55:00,Sin Info
POINT (-105.01624 23.81637),23.81637,-105.01624,Durango,Durango,2025-05-09 13:55:00,Sin Info
POINT (-105.43979 22.9956),22.9956,-105.43979,Huajicori,Nayarit,2025-05-09 13:55:00,Sin Info
POINT (-105.43455 22.99653),22.99653,-105.43455,Huajicori,Nayarit,2025-05-09 13:55:00,Sin Info
POINT (-105.43905 22.99197),22.99197,-105.43905,Huajicori,Nayarit,2025-05-09 13:55:00,Sin Info
POINT (-105.43411 22.99285),22.99285,-105.43411,Huajicori,Nayarit,2025-05-09 13:55:00,Sin Info
POINT (-105.42867 22.98629),22.98629,-105.42867,Huajicori,Nayarit,2025-05-09 13:55:00,Sin Info
POINT (-105.42352 22.98345),22.98345,-105.42352,Huajicori,Nayarit,2025-05-09 13:55:00,Sin Info
POINT (-104.73765 22.86718),22.86718,-104.73765,Mezquital,Durango,2025-05-09 13:55:00,Sin Info
POINT (-104.66724 22.86126),22.86126,-104.66724,Mezquital,Durango,2025-05-09 13:55:00,Sin Info
POINT (-104.53911 22.71932),22.71932,-104.53911,Mezquital,Durango,2025-05-09 13:55:00,Sin Info
POINT (-104.53959 22.72285),22.72285,-104.53959,Mezquital,Durango,2025-05-09 13:55:00,Sin Info
POINT (-104.94782 22.7802),22.7802,-104.94782,Huajicori,Nayarit,2025-05-09 13:55:00,Sin Info
POINT (-107.15424 25.23848),25.23848,-107.15424,Culiacán,Sinaloa,2025-05-09 13:56:00,Sin Info
POINT (-107.14944 25.23937),25.23937,-107.14944,Culiacán,Sinaloa,2025-05-09 13:56:00,Sin Info
POINT (-107.14741 25.22779),25.22779,-107.14741,Culiacán,Sinaloa,2025-05-09 13:56:00,Sin Info
POINT (-106.84116 25.16698),25.16698,-106.84116,Topia,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.48009 25.05824),25.05824,-106.48009,Canelas,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.48412 25.05364),25.05364,-106.48412,Canelas,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.47943 25.05451),25.05451,-106.47943,Canelas,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.47454 25.05156),25.05156,-106.47454,Canelas,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.48234 25.0561),25.0561,-106.48234,Canelas,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.47717 25.05318),25.05318,-106.47717,Canelas,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.47644 25.04947),25.04947,-106.47644,Canelas,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.47574 25.04575),25.04575,-106.47574,Canelas,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.47146 25.04652),25.04652,-106.47146,Canelas,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.47529 25.04198),25.04198,-106.47529,Canelas,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.47089 25.04278),25.04278,-106.47089,Canelas,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.47491 25.03821),25.03821,-106.47491,Canelas,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.47041 25.03902),25.03902,-106.47041,Canelas,Durango,2025-05-09 13:56:00,Sin Info
POINT (-105.95803 24.78015),24.78015,-105.95803,Otáez,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.63671 24.5521),24.5521,-106.63671,Tamazula,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.63614 24.54829),24.54829,-106.63614,Tamazula,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.63091 24.54925),24.54925,-106.63091,Tamazula,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.57703 24.4342),24.4342,-106.57703,Cosalá,Sinaloa,2025-05-09 13:56:00,Sin Info
POINT (-106.57648 24.43038),24.43038,-106.57648,Tamazula,Durango,2025-05-09 13:56:00,Sin Info
POINT (-106.18153 24.26068),24.26068,-106.18153,San Ignacio,Sinaloa,2025-05-09 13:56:00,Sin Info
POINT (-106.1724 24.26235),24.26235,-106.1724,San Ignacio,Sinaloa,2025-05-09 13:56:00,Sin Info
POINT (-106.47876 25.05879),25.05879,-106.47876,Canelas,Durango,2025-05-10 02:23:00,Sin Info
